"Analysis","Spec","Window","WindowLabel","Condition","ClassLabel","Variable","VariableLabel","Role","VariableOrder","NNonMissing","NEvent","Prevalence"
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_6_12","Middle-late childhood (6-12 years)","Restricted (at least 2 complete occasions)","Low Maternal Absence, Higher SES","SCSP","Low social support","Mediator",7,480,52,0.108333333333333
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_6_12","Middle-late childhood (6-12 years)","Restricted (at least 2 complete occasions)","Low Maternal Absence, Higher SES","VLNC","Violence exposure","Mediator",6,480,144,0.3
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_6_12","Middle-late childhood (6-12 years)","Restricted (at least 2 complete occasions)","Low Maternal Absence, Improving SES","DNKA","Alcohol use","Mediator",2,953,334,0.350472193074501
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_6_12","Middle-late childhood (6-12 years)","Restricted (at least 2 complete occasions)","Low Maternal Absence, Improving SES","DPBN","Depression","Outcome",1,939,64,0.0681576144834933
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_6_12","Middle-late childhood (6-12 years)","Restricted (at least 2 complete occasions)","Low Maternal Absence, Improving SES","ESXC","Ever had sexual intercourse","Mediator",3,926,498,0.537796976241898
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_6_12","Middle-late childhood (6-12 years)","Restricted (at least 2 complete occasions)","Low Maternal Absence, Improving SES","FDSC","Food insecurity","Mediator",4,953,342,0.358866736621196
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_6_12","Middle-late childhood (6-12 years)","Restricted (at least 2 complete occasions)","Low Maternal Absence, Improving SES","GOVG","No government grant receipt","Mediator",5,953,608,0.637985309548792
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_6_12","Middle-late childhood (6-12 years)","Restricted (at least 2 complete occasions)","Low Maternal Absence, Improving SES","SCHL","School disengagement","Mediator",8,953,356,0.373557187827911
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_6_12","Middle-late childhood (6-12 years)","Restricted (at least 2 complete occasions)","Low Maternal Absence, Improving SES","SCSP","Low social support","Mediator",7,953,104,0.10912906610703
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_6_12","Middle-late childhood (6-12 years)","Restricted (at least 2 complete occasions)","Low Maternal Absence, Improving SES","VLNC","Violence exposure","Mediator",6,953,335,0.351521511017838
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_6_12","Middle-late childhood (6-12 years)","Restricted (at least 2 complete occasions)","Low Maternal Absence, Low SES","DNKA","Alcohol use","Mediator",2,484,172,0.355371900826446
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_6_12","Middle-late childhood (6-12 years)","Restricted (at least 2 complete occasions)","Low Maternal Absence, Low SES","DPBN","Depression","Outcome",1,470,33,0.0702127659574468
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_6_12","Middle-late childhood (6-12 years)","Restricted (at least 2 complete occasions)","Low Maternal Absence, Low SES","ESXC","Ever had sexual intercourse","Mediator",3,463,258,0.557235421166308
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_6_12","Middle-late childhood (6-12 years)","Restricted (at least 2 complete occasions)","Low Maternal Absence, Low SES","FDSC","Food insecurity","Mediator",4,484,170,0.351239669421488
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_6_12","Middle-late childhood (6-12 years)","Restricted (at least 2 complete occasions)","Low Maternal Absence, Low SES","GOVG","No government grant receipt","Mediator",5,484,295,0.609504132231406
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_6_12","Middle-late childhood (6-12 years)","Restricted (at least 2 complete occasions)","Low Maternal Absence, Low SES","SCHL","School disengagement","Mediator",8,484,169,0.349173553719009
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_6_12","Middle-late childhood (6-12 years)","Restricted (at least 2 complete occasions)","Low Maternal Absence, Low SES","SCSP","Low social support","Mediator",7,483,49,0.101449275362319
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_6_12","Middle-late childhood (6-12 years)","Restricted (at least 2 complete occasions)","Low Maternal Absence, Low SES","VLNC","Violence exposure","Mediator",6,484,160,0.330578512396694
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_6_12","Middle-late childhood (6-12 years)","Restricted (at least 2 complete occasions)","Rising Maternal Absence, Improving SES","DNKA","Alcohol use","Mediator",2,638,219,0.343260188087774
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_6_12","Middle-late childhood (6-12 years)","Restricted (at least 2 complete occasions)","Rising Maternal Absence, Improving SES","DPBN","Depression","Outcome",1,637,31,0.0486656200941915
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_6_12","Middle-late childhood (6-12 years)","Restricted (at least 2 complete occasions)","Rising Maternal Absence, Improving SES","ESXC","Ever had sexual intercourse","Mediator",3,633,196,0.309636650868876
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_6_12","Middle-late childhood (6-12 years)","Restricted (at least 2 complete occasions)","Rising Maternal Absence, Improving SES","FDSC","Food insecurity","Mediator",4,638,117,0.183385579937304
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_6_12","Middle-late childhood (6-12 years)","Restricted (at least 2 complete occasions)","Rising Maternal Absence, Improving SES","GOVG","No government grant receipt","Mediator",5,638,370,0.579937304075235
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_6_12","Middle-late childhood (6-12 years)","Restricted (at least 2 complete occasions)","Rising Maternal Absence, Improving SES","SCHL","School disengagement","Mediator",8,638,118,0.184952978056425
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_6_12","Middle-late childhood (6-12 years)","Restricted (at least 2 complete occasions)","Rising Maternal Absence, Improving SES","SCSP","Low social support","Mediator",7,638,57,0.0893416927899687
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_6_12","Middle-late childhood (6-12 years)","Restricted (at least 2 complete occasions)","Rising Maternal Absence, Improving SES","VLNC","Violence exposure","Mediator",6,638,209,0.327586206896552
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_6_12","Middle-late childhood (6-12 years)","Stricter restricted (at least 3 complete occasions)","Class 1","DNKA","Alcohol use","Mediator",2,806,272,0.337468982630273
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_6_12","Middle-late childhood (6-12 years)","Stricter restricted (at least 3 complete occasions)","Class 1","DPBN","Depression","Outcome",1,802,42,0.0523690773067332
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_6_12","Middle-late childhood (6-12 years)","Stricter restricted (at least 3 complete occasions)","Class 1","ESXC","Ever had sexual intercourse","Mediator",3,789,341,0.432192648922684
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_6_12","Middle-late childhood (6-12 years)","Stricter restricted (at least 3 complete occasions)","Class 1","FDSC","Food insecurity","Mediator",4,806,214,0.265508684863524
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_6_12","Middle-late childhood (6-12 years)","Stricter restricted (at least 3 complete occasions)","Class 1","GOVG","No government grant receipt","Mediator",5,806,482,0.598014888337469
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_6_12","Middle-late childhood (6-12 years)","Stricter restricted (at least 3 complete occasions)","Class 1","SCHL","School disengagement","Mediator",8,806,211,0.261786600496277
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_6_12","Middle-late childhood (6-12 years)","Stricter restricted (at least 3 complete occasions)","Class 1","SCSP","Low social support","Mediator",7,806,83,0.102977667493797
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_6_12","Middle-late childhood (6-12 years)","Stricter restricted (at least 3 complete occasions)","Class 1","VLNC","Violence exposure","Mediator",6,806,218,0.270471464019851
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_6_12","Middle-late childhood (6-12 years)","Stricter restricted (at least 3 complete occasions)","Class 2","DNKA","Alcohol use","Mediator",2,184,74,0.402173913043478
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_6_12","Middle-late childhood (6-12 years)","Stricter restricted (at least 3 complete occasions)","Class 2","DPBN","Depression","Outcome",1,183,10,0.0546448087431694
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_6_12","Middle-late childhood (6-12 years)","Stricter restricted (at least 3 complete occasions)","Class 2","ESXC","Ever had sexual intercourse","Mediator",3,180,95,0.527777777777777
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_6_12","Middle-late childhood (6-12 years)","Stricter restricted (at least 3 complete occasions)","Class 2","FDSC","Food insecurity","Mediator",4,184,59,0.320652173913043
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_6_12","Middle-late childhood (6-12 years)","Stricter restricted (at least 3 complete occasions)","Class 2","GOVG","No government grant receipt","Mediator",5,184,109,0.592391304347826
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_6_12","Middle-late childhood (6-12 years)","Stricter restricted (at least 3 complete occasions)","Class 2","SCHL","School disengagement","Mediator",8,184,53,0.28804347826087
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_6_12","Middle-late childhood (6-12 years)","Stricter restricted (at least 3 complete occasions)","Class 2","SCSP","Low social support","Mediator",7,184,16,0.0869565217391305
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_6_12","Middle-late childhood (6-12 years)","Stricter restricted (at least 3 complete occasions)","Class 2","VLNC","Violence exposure","Mediator",6,184,62,0.33695652173913
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_6_12","Middle-late childhood (6-12 years)","Stricter restricted (at least 3 complete occasions)","Class 3","DNKA","Alcohol use","Mediator",2,571,196,0.343257443082312
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_6_12","Middle-late childhood (6-12 years)","Stricter restricted (at least 3 complete occasions)","Class 3","DPBN","Depression","Outcome",1,570,26,0.0456140350877193
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_6_12","Middle-late childhood (6-12 years)","Stricter restricted (at least 3 complete occasions)","Class 3","ESXC","Ever had sexual intercourse","Mediator",3,566,175,0.309187279151944
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_6_12","Middle-late childhood (6-12 years)","Stricter restricted (at least 3 complete occasions)","Class 3","FDSC","Food insecurity","Mediator",4,571,108,0.189141856392294
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_6_12","Middle-late childhood (6-12 years)","Stricter restricted (at least 3 complete occasions)","Class 3","GOVG","No government grant receipt","Mediator",5,571,327,0.572679509632225
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_6_12","Middle-late childhood (6-12 years)","Stricter restricted (at least 3 complete occasions)","Class 3","SCHL","School disengagement","Mediator",8,571,103,0.180385288966725
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_6_12","Middle-late childhood (6-12 years)","Stricter restricted (at least 3 complete occasions)","Class 3","SCSP","Low social support","Mediator",7,571,51,0.0893169877408056
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_6_12","Middle-late childhood (6-12 years)","Stricter restricted (at least 3 complete occasions)","Class 3","VLNC","Violence exposure","Mediator",6,571,188,0.329246935201401
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_6_12","Middle-late childhood (6-12 years)","Stricter restricted (at least 3 complete occasions)","Class 4","DNKA","Alcohol use","Mediator",2,236,89,0.377118644067797
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_6_12","Middle-late childhood (6-12 years)","Stricter restricted (at least 3 complete occasions)","Class 4","DPBN","Depression","Outcome",1,234,17,0.0726495726495726
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_6_12","Middle-late childhood (6-12 years)","Stricter restricted (at least 3 complete occasions)","Class 4","ESXC","Ever had sexual intercourse","Mediator",3,227,107,0.471365638766519
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_6_12","Middle-late childhood (6-12 years)","Stricter restricted (at least 3 complete occasions)","Class 4","FDSC","Food insecurity","Mediator",4,236,64,0.271186440677966
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_6_12","Middle-late childhood (6-12 years)","Stricter restricted (at least 3 complete occasions)","Class 4","GOVG","No government grant receipt","Mediator",5,236,142,0.601694915254237
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_6_12","Middle-late childhood (6-12 years)","Stricter restricted (at least 3 complete occasions)","Class 4","SCHL","School disengagement","Mediator",8,236,71,0.300847457627119
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_6_12","Middle-late childhood (6-12 years)","Stricter restricted (at least 3 complete occasions)","Class 4","SCSP","Low social support","Mediator",7,236,15,0.0635593220338983
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_6_12","Middle-late childhood (6-12 years)","Stricter restricted (at least 3 complete occasions)","Class 4","VLNC","Violence exposure","Mediator",6,236,80,0.338983050847458
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_6_12","Middle-late childhood (6-12 years)","Stricter restricted (at least 3 complete occasions)","Class 5","DNKA","Alcohol use","Mediator",2,265,102,0.384905660377359
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_6_12","Middle-late childhood (6-12 years)","Stricter restricted (at least 3 complete occasions)","Class 5","DPBN","Depression","Outcome",1,264,15,0.0568181818181818
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_6_12","Middle-late childhood (6-12 years)","Stricter restricted (at least 3 complete occasions)","Class 5","ESXC","Ever had sexual intercourse","Mediator",3,260,107,0.411538461538461
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_6_12","Middle-late childhood (6-12 years)","Stricter restricted (at least 3 complete occasions)","Class 5","FDSC","Food insecurity","Mediator",4,265,59,0.222641509433962
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_6_12","Middle-late childhood (6-12 years)","Stricter restricted (at least 3 complete occasions)","Class 5","GOVG","No government grant receipt","Mediator",5,265,142,0.535849056603774
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_6_12","Middle-late childhood (6-12 years)","Stricter restricted (at least 3 complete occasions)","Class 5","SCHL","School disengagement","Mediator",8,265,54,0.20377358490566
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_6_12","Middle-late childhood (6-12 years)","Stricter restricted (at least 3 complete occasions)","Class 5","SCSP","Low social support","Mediator",7,265,30,0.113207547169811
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_6_12","Middle-late childhood (6-12 years)","Stricter restricted (at least 3 complete occasions)","Class 5","VLNC","Violence exposure","Mediator",6,265,83,0.313207547169811
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_6_12","Middle-late childhood (6-12 years)","Stricter restricted (at least 3 complete occasions)","Class 6","DNKA","Alcohol use","Mediator",2,823,286,0.347509113001215
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_6_12","Middle-late childhood (6-12 years)","Stricter restricted (at least 3 complete occasions)","Class 6","DPBN","Depression","Outcome",1,814,56,0.068796068796069
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_6_12","Middle-late childhood (6-12 years)","Stricter restricted (at least 3 complete occasions)","Class 6","ESXC","Ever had sexual intercourse","Mediator",3,804,425,0.528606965174128
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_6_12","Middle-late childhood (6-12 years)","Stricter restricted (at least 3 complete occasions)","Class 6","FDSC","Food insecurity","Mediator",4,823,296,0.359659781287971
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_6_12","Middle-late childhood (6-12 years)","Stricter restricted (at least 3 complete occasions)","Class 6","GOVG","No government grant receipt","Mediator",5,823,529,0.64277035236938
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_6_12","Middle-late childhood (6-12 years)","Stricter restricted (at least 3 complete occasions)","Class 6","SCHL","School disengagement","Mediator",8,823,306,0.371810449574728
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_6_12","Middle-late childhood (6-12 years)","Stricter restricted (at least 3 complete occasions)","Class 6","SCSP","Low social support","Mediator",7,823,93,0.113001215066829
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_6_12","Middle-late childhood (6-12 years)","Stricter restricted (at least 3 complete occasions)","Class 6","VLNC","Violence exposure","Mediator",6,823,295,0.358444714459295
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_6_12","Middle-late childhood (6-12 years)","Stricter restricted (at least 3 complete occasions)","Class 7","DNKA","Alcohol use","Mediator",2,288,100,0.347222222222222
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_6_12","Middle-late childhood (6-12 years)","Stricter restricted (at least 3 complete occasions)","Class 7","DPBN","Depression","Outcome",1,287,12,0.0418118466898954
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_6_12","Middle-late childhood (6-12 years)","Stricter restricted (at least 3 complete occasions)","Class 7","ESXC","Ever had sexual intercourse","Mediator",3,283,73,0.257950530035336
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_6_12","Middle-late childhood (6-12 years)","Stricter restricted (at least 3 complete occasions)","Class 7","FDSC","Food insecurity","Mediator",4,288,53,0.184027777777778
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_6_12","Middle-late childhood (6-12 years)","Stricter restricted (at least 3 complete occasions)","Class 7","GOVG","No government grant receipt","Mediator",5,288,156,0.541666666666667
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_6_12","Middle-late childhood (6-12 years)","Stricter restricted (at least 3 complete occasions)","Class 7","SCHL","School disengagement","Mediator",8,288,39,0.135416666666667
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_6_12","Middle-late childhood (6-12 years)","Stricter restricted (at least 3 complete occasions)","Class 7","SCSP","Low social support","Mediator",7,288,34,0.118055555555556
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_6_12","Middle-late childhood (6-12 years)","Stricter restricted (at least 3 complete occasions)","Class 7","VLNC","Violence exposure","Mediator",6,288,84,0.291666666666667
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_6_12","Middle-late childhood (6-12 years)","Stricter restricted (at least 3 complete occasions)","Class 8","DNKA","Alcohol use","Mediator",2,305,110,0.360655737704918
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_6_12","Middle-late childhood (6-12 years)","Stricter restricted (at least 3 complete occasions)","Class 8","DPBN","Depression","Outcome",1,295,20,0.0677966101694915
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_6_12","Middle-late childhood (6-12 years)","Stricter restricted (at least 3 complete occasions)","Class 8","ESXC","Ever had sexual intercourse","Mediator",3,291,161,0.553264604810996
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_6_12","Middle-late childhood (6-12 years)","Stricter restricted (at least 3 complete occasions)","Class 8","FDSC","Food insecurity","Mediator",4,305,112,0.367213114754098
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_6_12","Middle-late childhood (6-12 years)","Stricter restricted (at least 3 complete occasions)","Class 8","GOVG","No government grant receipt","Mediator",5,305,184,0.60327868852459
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_6_12","Middle-late childhood (6-12 years)","Stricter restricted (at least 3 complete occasions)","Class 8","SCHL","School disengagement","Mediator",8,305,116,0.38032786885246
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_6_12","Middle-late childhood (6-12 years)","Stricter restricted (at least 3 complete occasions)","Class 8","SCSP","Low social support","Mediator",7,304,31,0.101973684210526
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_6_12","Middle-late childhood (6-12 years)","Stricter restricted (at least 3 complete occasions)","Class 8","VLNC","Violence exposure","Mediator",6,305,101,0.331147540983607
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_6_12","Middle-late childhood (6-12 years)","Unrestricted","Class 1","DNKA","Alcohol use","Mediator",2,299,117,0.391304347826087
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_6_12","Middle-late childhood (6-12 years)","Unrestricted","Class 1","DPBN","Depression","Outcome",1,295,20,0.0677966101694915
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_6_12","Middle-late childhood (6-12 years)","Unrestricted","Class 1","ESXC","Ever had sexual intercourse","Mediator",3,290,117,0.403448275862069
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_6_12","Middle-late childhood (6-12 years)","Unrestricted","Class 1","FDSC","Food insecurity","Mediator",4,299,68,0.227424749163879
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_6_12","Middle-late childhood (6-12 years)","Unrestricted","Class 1","GOVG","No government grant receipt","Mediator",5,299,163,0.545150501672241
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_6_12","Middle-late childhood (6-12 years)","Unrestricted","Class 1","SCHL","School disengagement","Mediator",8,299,64,0.214046822742475
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_6_12","Middle-late childhood (6-12 years)","Unrestricted","Class 1","SCSP","Low social support","Mediator",7,299,31,0.103678929765886
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_6_12","Middle-late childhood (6-12 years)","Unrestricted","Class 1","VLNC","Violence exposure","Mediator",6,299,94,0.31438127090301
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_6_12","Middle-late childhood (6-12 years)","Unrestricted","Class 2","DNKA","Alcohol use","Mediator",2,363,117,0.322314049586777
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_6_12","Middle-late childhood (6-12 years)","Unrestricted","Class 2","DPBN","Depression","Outcome",1,346,23,0.0664739884393063
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_6_12","Middle-late childhood (6-12 years)","Unrestricted","Class 2","ESXC","Ever had sexual intercourse","Mediator",3,344,200,0.58139534883721
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_6_12","Middle-late childhood (6-12 years)","Unrestricted","Class 2","FDSC","Food insecurity","Mediator",4,363,129,0.355371900826446
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_6_12","Middle-late childhood (6-12 years)","Unrestricted","Class 2","GOVG","No government grant receipt","Mediator",5,363,222,0.611570247933885
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_6_12","Middle-late childhood (6-12 years)","Unrestricted","Class 2","SCHL","School disengagement","Mediator",8,363,143,0.393939393939394
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_6_12","Middle-late childhood (6-12 years)","Unrestricted","Class 2","SCSP","Low social support","Mediator",7,361,36,0.0997229916897507
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_6_12","Middle-late childhood (6-12 years)","Unrestricted","Class 2","VLNC","Violence exposure","Mediator",6,363,112,0.308539944903581
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_6_12","Middle-late childhood (6-12 years)","Unrestricted","Class 3","DNKA","Alcohol use","Mediator",2,222,94,0.423423423423423
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_6_12","Middle-late childhood (6-12 years)","Unrestricted","Class 3","DPBN","Depression","Outcome",1,220,11,0.05
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_6_12","Middle-late childhood (6-12 years)","Unrestricted","Class 3","ESXC","Ever had sexual intercourse","Mediator",3,212,119,0.561320754716982
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_6_12","Middle-late childhood (6-12 years)","Unrestricted","Class 3","FDSC","Food insecurity","Mediator",4,222,78,0.351351351351351
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_6_12","Middle-late childhood (6-12 years)","Unrestricted","Class 3","GOVG","No government grant receipt","Mediator",5,222,134,0.603603603603604
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_6_12","Middle-late childhood (6-12 years)","Unrestricted","Class 3","SCHL","School disengagement","Mediator",8,222,68,0.306306306306307
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_6_12","Middle-late childhood (6-12 years)","Unrestricted","Class 3","SCSP","Low social support","Mediator",7,222,22,0.0990990990990991
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_6_12","Middle-late childhood (6-12 years)","Unrestricted","Class 3","VLNC","Violence exposure","Mediator",6,222,80,0.36036036036036
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_6_12","Middle-late childhood (6-12 years)","Unrestricted","Class 4","DNKA","Alcohol use","Mediator",2,998,335,0.335671342685371
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_6_12","Middle-late childhood (6-12 years)","Unrestricted","Class 4","DPBN","Depression","Outcome",1,974,62,0.0636550308008211
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_6_12","Middle-late childhood (6-12 years)","Unrestricted","Class 4","ESXC","Ever had sexual intercourse","Mediator",3,964,517,0.536307053941907
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_6_12","Middle-late childhood (6-12 years)","Unrestricted","Class 4","FDSC","Food insecurity","Mediator",4,998,363,0.36372745490982
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_6_12","Middle-late childhood (6-12 years)","Unrestricted","Class 4","GOVG","No government grant receipt","Mediator",5,998,629,0.630260521042083
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_6_12","Middle-late childhood (6-12 years)","Unrestricted","Class 4","SCHL","School disengagement","Mediator",8,998,383,0.383767535070142
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_6_12","Middle-late childhood (6-12 years)","Unrestricted","Class 4","SCSP","Low social support","Mediator",7,998,106,0.106212424849699
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_6_12","Middle-late childhood (6-12 years)","Unrestricted","Class 4","VLNC","Violence exposure","Mediator",6,998,340,0.340681362725451
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_6_12","Middle-late childhood (6-12 years)","Unrestricted","Class 5","DNKA","Alcohol use","Mediator",2,273,103,0.377289377289377
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_6_12","Middle-late childhood (6-12 years)","Unrestricted","Class 5","DPBN","Depression","Outcome",1,266,18,0.0676691729323309
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_6_12","Middle-late childhood (6-12 years)","Unrestricted","Class 5","ESXC","Ever had sexual intercourse","Mediator",3,261,130,0.498084291187739
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_6_12","Middle-late childhood (6-12 years)","Unrestricted","Class 5","FDSC","Food insecurity","Mediator",4,273,76,0.278388278388278
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_6_12","Middle-late childhood (6-12 years)","Unrestricted","Class 5","GOVG","No government grant receipt","Mediator",5,273,160,0.586080586080586
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_6_12","Middle-late childhood (6-12 years)","Unrestricted","Class 5","SCHL","School disengagement","Mediator",8,273,92,0.336996336996338
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_6_12","Middle-late childhood (6-12 years)","Unrestricted","Class 5","SCSP","Low social support","Mediator",7,273,18,0.0659340659340659
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_6_12","Middle-late childhood (6-12 years)","Unrestricted","Class 5","VLNC","Violence exposure","Mediator",6,273,84,0.307692307692308
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_6_12","Middle-late childhood (6-12 years)","Unrestricted","Class 6","DNKA","Alcohol use","Mediator",2,638,223,0.349529780564263
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_6_12","Middle-late childhood (6-12 years)","Unrestricted","Class 6","DPBN","Depression","Outcome",1,634,29,0.0457413249211358
"Joint Maternal Absence + Household Socioeconomic Status","JMAES","time_6_12","Middle-late childhood (6-12 years)","Unrestricted","Class 6","ESXC","Ever had sexual intercourse","Mediator",3,630,198,0.314285714285713
