"model","model_label","coefficient_type","childhood_window","term","exposure_contrast","mediator","mediator_label","m","q_bar","std.error","lower_95","upper_95","odds_ratio","odds_ratio_lower_95","odds_ratio_upper_95","p_value","significant_at_95"
"JPAES","Joint parental absence and socioeconomic status","A-path (class to pathway variable)","Early childhood (0-5 years)","C05_C2","Dual Absence, Low SES vs Two-Parent, Low SES","FDSC","Food insecurity",100,-0.114050721064237,0.120739860744883,-0.350854644709025,0.122753202580551,0.892212700757016,0.704086089056306,1.13060535602837,0.344989675777709,FALSE
"JPAES","Joint parental absence and socioeconomic status","A-path (class to pathway variable)","Early childhood (0-5 years)","C05_C3","Paternal Absence, Low SES vs Two-Parent, Low SES","FDSC","Food insecurity",100,0.0342524487994511,0.107747990633758,-0.177197828783192,0.245702726382094,1.03484581934003,0.837614063960328,1.27851944694218,0.75063480545908,FALSE
"JPAES","Joint parental absence and socioeconomic status","A-path (class to pathway variable)","Early childhood (0-5 years)","C05_C2","Dual Absence, Low SES vs Two-Parent, Low SES","GOVG","No government grant receipt",100,0.0198584469601587,0.117359069668708,-0.210295683573181,0.250012577493499,1.02005693764636,0.810344604954676,1.28404156661063,0.865647202231682,FALSE
"JPAES","Joint parental absence and socioeconomic status","A-path (class to pathway variable)","Early childhood (0-5 years)","C05_C3","Paternal Absence, Low SES vs Two-Parent, Low SES","GOVG","No government grant receipt",100,-0.110681725615595,0.110823973859438,-0.328241264993147,0.106877813761958,0.89522363034125,0.720189242290335,1.11279827753701,0.318251837276185,FALSE
"JPAES","Joint parental absence and socioeconomic status","A-path (class to pathway variable)","Early childhood (0-5 years)","C05_C2","Dual Absence, Low SES vs Two-Parent, Low SES","SCHL","School disengagement",100,0.058725286494587,0.165106934296761,-0.265038423438656,0.38248899642783,1.06048387147869,0.767176471851429,1.46592874381609,0.722110631430434,FALSE
"JPAES","Joint parental absence and socioeconomic status","A-path (class to pathway variable)","Early childhood (0-5 years)","C05_C3","Paternal Absence, Low SES vs Two-Parent, Low SES","SCHL","School disengagement",100,-0.103118721220809,0.157051592677781,-0.411463817722667,0.205226375281048,0.902019878223265,0.662679497814085,1.22780297774986,0.51165806192479,FALSE
"JPAES","Joint parental absence and socioeconomic status","A-path (class to pathway variable)","Early childhood (0-5 years)","C05_C2","Dual Absence, Low SES vs Two-Parent, Low SES","SCSP","Low social support",100,0.0628507433949835,0.186247077400019,-0.302480031464968,0.428181518254935,1.06486788880353,0.738983244524419,1.53446458902413,0.735817914254258,FALSE
"JPAES","Joint parental absence and socioeconomic status","A-path (class to pathway variable)","Early childhood (0-5 years)","C05_C3","Paternal Absence, Low SES vs Two-Parent, Low SES","SCSP","Low social support",100,-0.0569593453251684,0.168620545031339,-0.387984352045175,0.274065661394838,0.944632472311886,0.678422959112862,1.31530116391243,0.735611558157078,FALSE
"JPAES","Joint parental absence and socioeconomic status","A-path (class to pathway variable)","Early childhood (0-5 years)","C05_C2","Dual Absence, Low SES vs Two-Parent, Low SES","VLNC","Violence exposure",100,-0.036025934852375,0.111684482877528,-0.255033427927756,0.182981558223006,0.96461527600393,0.774890594541322,1.2007922631335,0.747049755037143,FALSE
"JPAES","Joint parental absence and socioeconomic status","A-path (class to pathway variable)","Early childhood (0-5 years)","C05_C3","Paternal Absence, Low SES vs Two-Parent, Low SES","VLNC","Violence exposure",100,-0.0969715096582432,0.101765085916302,-0.296632992378301,0.102689973061814,0.907581863082386,0.743316765225863,1.10814780014521,0.340838828804899,FALSE
"JPAES","Joint parental absence and socioeconomic status","A-path (class to pathway variable)","Middle-late childhood (6-12 years)","C612_C2","Paternal Absence, Higher SES vs Dual Absence, Higher SES","DNKA","Alcohol use",100,0.190796241257205,0.192120892788986,-0.185978249099552,0.567570731613962,1.21021283551113,0.830291654376645,1.76397666954208,0.320776992272466,FALSE
"JPAES","Joint parental absence and socioeconomic status","A-path (class to pathway variable)","Middle-late childhood (6-12 years)","C612_C3","Paternal Absence, Moderate Low SES vs Dual Absence, Higher SES","DNKA","Alcohol use",100,-0.0575484542414321,0.169252275969207,-0.389464869080166,0.274367960597301,0.944076144784697,0.67741928552622,1.31569883851061,0.733878028209074,FALSE
"JPAES","Joint parental absence and socioeconomic status","A-path (class to pathway variable)","Middle-late childhood (6-12 years)","C612_C4","Late Dual Absence, Low SES vs Dual Absence, Higher SES","DNKA","Alcohol use",100,-0.072086686600098,0.197389190882767,-0.459139633038777,0.314966259838581,0.930450234747729,0.631827014813662,1.3702130789666,0.714990755723542,FALSE
"JPAES","Joint parental absence and socioeconomic status","A-path (class to pathway variable)","Middle-late childhood (6-12 years)","C612_C5","Maternal Absence, Moderate Low SES vs Dual Absence, Higher SES","DNKA","Alcohol use",100,-0.00671553537320447,0.189996934231683,-0.379322110573995,0.365891039827586,0.993306963442433,0.684325148794835,1.44179813552203,0.97180767984472,FALSE
"JPAES","Joint parental absence and socioeconomic status","A-path (class to pathway variable)","Middle-late childhood (6-12 years)","C612_C6","Two-Parent, Low SES vs Dual Absence, Higher SES","DNKA","Alcohol use",100,-0.299551511686199,0.183800055598283,-0.659932720609195,0.0608296972367969,0.741150543512227,0.516886109104415,1.06271791497787,0.103251351122513,FALSE
"JPAES","Joint parental absence and socioeconomic status","A-path (class to pathway variable)","Middle-late childhood (6-12 years)","C612_C7","Paternal Absence, Severe Low SES vs Dual Absence, Higher SES","DNKA","Alcohol use",100,-0.220811586510577,0.180967162049033,-0.57564770305363,0.134024530032476,0.801867748758679,0.562340521152419,1.14342086745165,0.222497060222067,FALSE
"JPAES","Joint parental absence and socioeconomic status","A-path (class to pathway variable)","Middle-late childhood (6-12 years)","C612_C8","Dual Absence, Severe Low SES vs Dual Absence, Higher SES","DNKA","Alcohol use",100,-0.0583211613448011,0.172374674116495,-0.396337328133397,0.279695005443795,0.943346932211651,0.672779710131383,1.32272632648114,0.735136527620118,FALSE
"JPAES","Joint parental absence and socioeconomic status","A-path (class to pathway variable)","Middle-late childhood (6-12 years)","C612_C9","Two-Parent, Higher SES vs Dual Absence, Higher SES","DNKA","Alcohol use",100,-0.180685521184104,0.179523428331488,-0.532701341952261,0.171330299584053,0.834697812205206,0.58701709204628,1.1868827111515,0.31427736103527,FALSE
"JPAES","Joint parental absence and socioeconomic status","A-path (class to pathway variable)","Middle-late childhood (6-12 years)","C612_C2","Paternal Absence, Higher SES vs Dual Absence, Higher SES","ESXC","Ever had sexual intercourse",100,-0.0558271055293664,0.24707798387725,-0.540337624589163,0.42868341353043,0.945702628511837,0.582551535444802,1.53523492284905,0.821260242671132,FALSE
"JPAES","Joint parental absence and socioeconomic status","A-path (class to pathway variable)","Middle-late childhood (6-12 years)","C612_C3","Paternal Absence, Moderate Low SES vs Dual Absence, Higher SES","ESXC","Ever had sexual intercourse",100,0.137364329310764,0.210348158727629,-0.275098599216837,0.549827257838365,1.14724604775116,0.759497233700572,1.73295363785295,0.513791447875927,FALSE
"JPAES","Joint parental absence and socioeconomic status","A-path (class to pathway variable)","Middle-late childhood (6-12 years)","C612_C4","Late Dual Absence, Low SES vs Dual Absence, Higher SES","ESXC","Ever had sexual intercourse",100,0.220548942714515,0.249877241734203,-0.269466410763144,0.710564296192174,1.24676094310992,0.76378693411174,2.03513935607196,0.377531436450175,FALSE
"JPAES","Joint parental absence and socioeconomic status","A-path (class to pathway variable)","Middle-late childhood (6-12 years)","C612_C5","Maternal Absence, Moderate Low SES vs Dual Absence, Higher SES","ESXC","Ever had sexual intercourse",100,0.104511880739103,0.234681847488241,-0.355651306435345,0.564675067913551,1.11016858341117,0.700716913119348,1.75887617455472,0.656111956932337,FALSE
"JPAES","Joint parental absence and socioeconomic status","A-path (class to pathway variable)","Middle-late childhood (6-12 years)","C612_C6","Two-Parent, Low SES vs Dual Absence, Higher SES","ESXC","Ever had sexual intercourse",100,0.0736986655862673,0.231609064061927,-0.380462173060336,0.527859504232871,1.07648237543221,0.683545419918509,1.69529964044573,0.750357105130824,FALSE
"JPAES","Joint parental absence and socioeconomic status","A-path (class to pathway variable)","Middle-late childhood (6-12 years)","C612_C7","Paternal Absence, Severe Low SES vs Dual Absence, Higher SES","ESXC","Ever had sexual intercourse",100,-0.0883144314336548,0.223550998230241,-0.526635865974489,0.350007003107179,0.915472977982552,0.590588450160872,1.41907748651019,0.69283090018389,FALSE
"JPAES","Joint parental absence and socioeconomic status","A-path (class to pathway variable)","Middle-late childhood (6-12 years)","C612_C8","Dual Absence, Severe Low SES vs Dual Absence, Higher SES","ESXC","Ever had sexual intercourse",100,0.338959601219928,0.210509699875883,-0.0737536960390744,0.75167289847893,1.40348664491912,0.928900457529424,2.12054450667975,0.107434433377195,FALSE
"JPAES","Joint parental absence and socioeconomic status","A-path (class to pathway variable)","Middle-late childhood (6-12 years)","C612_C9","Two-Parent, Higher SES vs Dual Absence, Higher SES","ESXC","Ever had sexual intercourse",100,0.0214549000292983,0.224302272318816,-0.418315912560427,0.461225712619024,1.02168671125756,0.658154276376618,1.58601679488742,0.923802452950989,FALSE
"JPAES","Joint parental absence and socioeconomic status","A-path (class to pathway variable)","Middle-late childhood (6-12 years)","C612_C2","Paternal Absence, Higher SES vs Dual Absence, Higher SES","FDSC","Food insecurity",100,-0.0086424295190262,0.218263603086079,-0.436666280118528,0.419381421080476,0.991394808920889,0.646187040894734,1.52102039340556,0.968418569253272,FALSE
"JPAES","Joint parental absence and socioeconomic status","A-path (class to pathway variable)","Middle-late childhood (6-12 years)","C612_C3","Paternal Absence, Moderate Low SES vs Dual Absence, Higher SES","FDSC","Food insecurity",100,0.312053707478826,0.182561989367245,-0.0459199202124663,0.670027335170118,1.3662280677241,0.955118444810448,1.95429074077567,0.0875085324203115,FALSE
"JPAES","Joint parental absence and socioeconomic status","A-path (class to pathway variable)","Middle-late childhood (6-12 years)","C612_C4","Late Dual Absence, Low SES vs Dual Absence, Higher SES","FDSC","Food insecurity",100,0.385017252003717,0.214379489419823,-0.0353969014264079,0.805431405433843,1.46963967545158,0.965222242136714,2.23766163000989,0.0726418687951451,FALSE
"JPAES","Joint parental absence and socioeconomic status","A-path (class to pathway variable)","Middle-late childhood (6-12 years)","C612_C5","Maternal Absence, Moderate Low SES vs Dual Absence, Higher SES","FDSC","Food insecurity",100,0.291135850737575,0.207765996340877,-0.116298005967478,0.698569707442628,1.33794633260053,0.890209895903575,2.01087451078291,0.161272359152159,FALSE
"JPAES","Joint parental absence and socioeconomic status","A-path (class to pathway variable)","Middle-late childhood (6-12 years)","C612_C6","Two-Parent, Low SES vs Dual Absence, Higher SES","FDSC","Food insecurity",100,0.541992931150709,0.195289228238125,0.159073594204339,0.924912268097079,1.71943015577651,1.17242422713395,2.52164702176173,0.00554978279338636,TRUE
"JPAES","Joint parental absence and socioeconomic status","A-path (class to pathway variable)","Middle-late childhood (6-12 years)","C612_C7","Paternal Absence, Severe Low SES vs Dual Absence, Higher SES","FDSC","Food insecurity",100,0.561775480995958,0.194875941019699,0.179627269241912,0.943923692750005,1.75378354703545,1.19677120653976,2.57004573058305,0.00397850055022086,TRUE
"JPAES","Joint parental absence and socioeconomic status","A-path (class to pathway variable)","Middle-late childhood (6-12 years)","C612_C8","Dual Absence, Severe Low SES vs Dual Absence, Higher SES","FDSC","Food insecurity",100,0.473360954055283,0.186734037950674,0.107198764559153,0.839523143551414,1.60538074709899,1.11315548835178,2.31526266557081,0.0113045043747286,TRUE
"JPAES","Joint parental absence and socioeconomic status","A-path (class to pathway variable)","Middle-late childhood (6-12 years)","C612_C9","Two-Parent, Higher SES vs Dual Absence, Higher SES","FDSC","Food insecurity",100,-0.0835414590461734,0.20389398818178,-0.483392914462363,0.316309996370016,0.919852949654767,0.616687470338805,1.37205552193839,0.682045196773851,FALSE
"JPAES","Joint parental absence and socioeconomic status","A-path (class to pathway variable)","Middle-late childhood (6-12 years)","C612_C2","Paternal Absence, Higher SES vs Dual Absence, Higher SES","GOVG","No government grant receipt",100,0.302210020562486,0.19395788466649,-0.0781312629108972,0.682551304035869,1.35284532221102,0.924843020988632,1.97892012405717,0.119335525276782,FALSE
"JPAES","Joint parental absence and socioeconomic status","A-path (class to pathway variable)","Middle-late childhood (6-12 years)","C612_C3","Paternal Absence, Moderate Low SES vs Dual Absence, Higher SES","GOVG","No government grant receipt",100,0.0170561038599157,0.167187550003039,-0.310753369515781,0.344865577235612,1.01720238970475,0.73289460773341,1.41180012883576,0.918749150034209,FALSE
"JPAES","Joint parental absence and socioeconomic status","A-path (class to pathway variable)","Middle-late childhood (6-12 years)","C612_C4","Late Dual Absence, Low SES vs Dual Absence, Higher SES","GOVG","No government grant receipt",100,-0.329880742653884,0.201720578166389,-0.725430292422766,0.0656688071149985,0.719009475481018,0.484116212593478,1.06787298665745,0.10210009168698,FALSE
"JPAES","Joint parental absence and socioeconomic status","A-path (class to pathway variable)","Middle-late childhood (6-12 years)","C612_C5","Maternal Absence, Moderate Low SES vs Dual Absence, Higher SES","GOVG","No government grant receipt",100,0.131704787955659,0.193198123176742,-0.247162544722258,0.510572120633576,1.14077150006648,0.781013733552919,1.66624421499465,0.495494246921104,FALSE
"JPAES","Joint parental absence and socioeconomic status","A-path (class to pathway variable)","Middle-late childhood (6-12 years)","C612_C6","Two-Parent, Low SES vs Dual Absence, Higher SES","GOVG","No government grant receipt",100,0.123196210853733,0.187919973292658,-0.245272154780596,0.491664576488062,1.13110633451541,0.782491550444129,1.63503559783453,0.512147042173752,FALSE
